date,token_symbol,token_name,open,high,low,close,volume,market_cap,source
2025-01-28,CARDANO,,0.93300000,0.96710000,0.90510000,0.91610000,768281216.00,32228933381.00,CoinMarketCap
2025-01-27,CARDANO,,0.95480000,0.95680000,0.86880000,0.93290000,1388103697.00,32821354556.00,CoinMarketCap
2025-01-26,CARDANO,,0.97730000,0.99920000,0.95490000,0.95490000,558478883.00,33590830439.00,CoinMarketCap
2025-01-25,CARDANO,,0.97150000,0.99020000,0.96620000,0.97730000,518321010.00,34381391108.00,CoinMarketCap
2025-01-24,CARDANO,,0.98750000,1.00710000,0.96620000,0.97150000,899623660.00,34177595248.00,CoinMarketCap
2025-01-23,CARDANO,,0.98160000,1.00660000,0.95370000,0.98750000,1176052467.00,34730345033.00,CoinMarketCap
2025-01-22,CARDANO,,1.00470000,1.01600000,0.97940000,0.98160000,973043309.00,34525379826.00,CoinMarketCap
2025-01-21,CARDANO,,1.00870000,1.02690000,0.95510000,1.00470000,1689540931.00,35335035587.00,CoinMarketCap
2025-01-20,CARDANO,,0.99120000,1.09670000,0.96890000,1.00860000,2754988266.00,35475980951.00,CoinMarketCap
2025-01-19,CARDANO,,1.10200000,1.14750000,0.97810000,0.99120000,2978644563.00,34860727928.00,CoinMarketCap
2025-01-18,CARDANO,,1.13510000,1.14360000,1.05260000,1.10210000,1614350854.00,38752733264.00,CoinMarketCap
2025-01-17,CARDANO,,1.09010000,1.16370000,1.08820000,1.13510000,1819221213.00,39915287514.00,CoinMarketCap
2025-01-16,CARDANO,,1.07910000,1.13960000,1.03020000,1.09010000,2245926187.00,38332357156.00,CoinMarketCap
2025-01-15,CARDANO,,0.99490000,1.08380000,0.99100000,1.07920000,2210962210.00,37945560420.00,CoinMarketCap
2025-01-14,CARDANO,,0.94470000,1.00690000,0.94010000,0.99490000,1119015701.00,34985327052.00,CoinMarketCap
2025-01-13,CARDANO,,0.96850000,0.99110000,0.88930000,0.94470000,1532120555.00,33215231295.00,CoinMarketCap
2025-01-12,CARDANO,,0.99450000,1.03460000,0.96370000,0.96860000,1120377628.00,34051912163.00,CoinMarketCap
2025-01-11,CARDANO,,0.93150000,1.01290000,0.91650000,0.99450000,888877434.00,34964385845.00,CoinMarketCap
2025-01-10,CARDANO,,0.90600000,0.97180000,0.90560000,0.93150000,1252358898.00,32748147850.00,CoinMarketCap
2025-01-09,CARDANO,,0.94800000,0.95830000,0.88380000,0.90600000,1351715573.00,31852997102.00,CoinMarketCap
2025-01-08,CARDANO,,0.99200000,1.02130000,0.91360000,0.94800000,1978552965.00,33324117056.00,CoinMarketCap
2025-01-07,CARDANO,,1.09410000,1.15020000,0.99200000,0.99200000,2238100221.00,34870573368.00,CoinMarketCap
2025-01-06,CARDANO,,1.09350000,1.11260000,1.06810000,1.09410000,1303664168.00,38459702964.00,CoinMarketCap
2025-01-05,CARDANO,,1.07140000,1.10790000,1.05530000,1.09350000,1241263862.00,38436506289.00,CoinMarketCap
2025-01-04,CARDANO,,1.09040000,1.10790000,1.05880000,1.07140000,1175730814.00,37660830296.00,CoinMarketCap
2025-01-03,CARDANO,,0.96130000,1.11610000,0.96000000,1.09040000,2503146669.00,38314718870.00,CoinMarketCap
2025-01-02,CARDANO,,0.91770000,0.97910000,0.91760000,0.96130000,1199916914.00,33781462721.00,CoinMarketCap
2025-01-01,CARDANO,,0.84380000,0.92940000,0.83890000,0.91760000,926095054.00,32246175913.00,CoinMarketCap
2024-12-31,CARDANO,,0.86000000,0.87230000,0.84170000,0.84380000,677089128.00,29649751231.00,CoinMarketCap
2024-12-30,CARDANO,,0.85860000,0.89620000,0.83100000,0.86000000,970303435.00,30221049902.00,CoinMarketCap
2024-12-29,CARDANO,,0.88780000,0.90790000,0.85230000,0.85860000,645859774.00,30165682047.00,CoinMarketCap
2024-12-28,CARDANO,,0.87480000,0.89510000,0.86780000,0.88780000,538128475.00,31190690125.00,CoinMarketCap
2024-12-27,CARDANO,,0.85980000,0.91130000,0.85740000,0.87480000,885820827.00,30732487232.00,CoinMarketCap
2024-12-26,CARDANO,,0.91690000,0.92460000,0.85310000,0.85980000,789160826.00,30205693536.00,CoinMarketCap
2024-12-25,CARDANO,,0.93650000,0.93660000,0.90410000,0.91690000,646314883.00,32210815835.00,CoinMarketCap
2024-12-24,CARDANO,,0.92420000,0.94770000,0.89280000,0.93650000,992442081.00,32894431183.00,CoinMarketCap
2024-12-23,CARDANO,,0.88300000,0.93950000,0.86520000,0.92420000,1295330633.00,32465102291.00,CoinMarketCap
2024-12-22,CARDANO,,0.90470000,0.92170000,0.86310000,0.88300000,1112000307.00,31015857015.00,CoinMarketCap
2024-12-21,CARDANO,,0.95100000,0.99590000,0.88990000,0.90470000,1542881115.00,31778188831.00,CoinMarketCap
2024-12-20,CARDANO,,0.88550000,0.95670000,0.76590000,0.95100000,2803176930.00,33405364749.00,CoinMarketCap
2024-12-19,CARDANO,,0.96840000,0.98720000,0.85390000,0.88550000,2338441189.00,31097760800.00,CoinMarketCap
2024-12-18,CARDANO,,1.05150000,1.05790000,0.96840000,0.96840000,1979056656.00,34010915211.00,CoinMarketCap
2024-12-17,CARDANO,,1.07880000,1.10900000,1.04530000,1.05150000,1578564654.00,36928911605.00,CoinMarketCap
2024-12-16,CARDANO,,1.10170000,1.11570000,1.05200000,1.07890000,1536006595.00,37888327808.00,CoinMarketCap
2024-12-15,CARDANO,,1.06050000,1.10710000,1.04260000,1.10170000,1008997536.00,38689741323.00,CoinMarketCap
2024-12-14,CARDANO,,1.11960000,1.13110000,1.04590000,1.06050000,4239229343.00,37237427179.00,CoinMarketCap
2024-12-13,CARDANO,,1.12500000,1.12750000,1.08140000,1.11960000,1325815818.00,39312284722.00,CoinMarketCap
2024-12-12,CARDANO,,1.08880000,1.17670000,1.07730000,1.12500000,2209430802.00,39502035541.00,CoinMarketCap
2024-12-11,CARDANO,,1.02030000,1.10930000,0.97690000,1.08890000,2130336502.00,38232444124.00,CoinMarketCap
2024-12-10,CARDANO,,1.00750000,1.03620000,0.91500000,1.02020000,3443248478.00,35825251236.00,CoinMarketCap
2024-12-09,CARDANO,,1.19630000,1.19640000,0.95220000,1.00750000,3280181154.00,35367115846.00,CoinMarketCap
2024-12-08,CARDANO,,1.21450000,1.22220000,1.17670000,1.19630000,1699042879.00,41992654626.00,CoinMarketCap
2024-12-07,CARDANO,,1.23110000,1.23460000,1.19300000,1.21420000,1376386201.00,42621420281.00,CoinMarketCap
2024-12-06,CARDANO,,1.16320000,1.23460000,1.14300000,1.23110000,2258465650.00,43213684110.00,CoinMarketCap
2024-12-05,CARDANO,,1.18720000,1.23840000,1.12630000,1.18470000,3207578224.00,41592672616.00,CoinMarketCap
2024-12-04,CARDANO,,1.19810000,1.24020000,1.14920000,1.18730000,2838477436.00,41655179081.00,CoinMarketCap
2024-12-03,CARDANO,,1.20180000,1.31870000,1.16980000,1.19810000,5770098588.00,42035797683.00,CoinMarketCap
2024-12-02,CARDANO,,1.15530000,1.23070000,1.06160000,1.20180000,5544891690.00,42165900898.00,CoinMarketCap
2024-12-01,CARDANO,,1.07890000,1.15850000,1.04100000,1.15530000,2300394616.00,40534243711.00,CoinMarketCap
2024-11-30,CARDANO,,1.07690000,1.14710000,1.05380000,1.07890000,2395901131.00,37855435080.00,CoinMarketCap
2024-11-29,CARDANO,,1.03350000,1.09780000,1.03050000,1.07690000,2218813144.00,37770495597.00,CoinMarketCap
2024-11-28,CARDANO,,1.01330000,1.04580000,0.97700000,1.03350000,1563014326.00,36249023985.00,CoinMarketCap
2024-11-27,CARDANO,,0.96120000,1.03670000,0.93540000,1.01330000,2606240084.00,35541936221.00,CoinMarketCap
2024-11-26,CARDANO,,0.94570000,0.98840000,0.87970000,0.96120000,2875634851.00,33712341348.00,CoinMarketCap
2024-11-25,CARDANO,,1.02310000,1.06990000,0.93350000,0.94570000,3241380612.00,33168700659.00,CoinMarketCap
2024-11-24,CARDANO,,1.06620000,1.09450000,0.94830000,1.02310000,3863056160.00,35862631936.00,CoinMarketCap
2024-11-23,CARDANO,,1.01040000,1.14170000,1.01040000,1.06620000,6544939547.00,37373427243.00,CoinMarketCap
2024-11-22,CARDANO,,0.82050000,1.03840000,0.81520000,1.01040000,6204396570.00,35418237204.00,CoinMarketCap
2024-11-21,CARDANO,,0.80030000,0.82050000,0.77040000,0.82050000,2536610264.00,28760454951.00,CoinMarketCap
2024-11-20,CARDANO,,0.73960000,0.84660000,0.73950000,0.80030000,3799019828.00,28054322526.00,CoinMarketCap
2024-11-19,CARDANO,,0.73460000,0.76350000,0.72390000,0.73960000,1551275089.00,25912290706.00,CoinMarketCap
2024-11-18,CARDANO,,0.70230000,0.77970000,0.70230000,0.73460000,2244334039.00,25735128207.00,CoinMarketCap
2024-11-17,CARDANO,,0.73870000,0.76780000,0.69700000,0.70230000,2319881888.00,24604271129.00,CoinMarketCap
2024-11-16,CARDANO,,0.70340000,0.81170000,0.70330000,0.73870000,5486835963.00,25880544319.00,CoinMarketCap
2024-11-15,CARDANO,,0.58010000,0.68920000,0.57850000,0.67410000,3850451584.00,23614993056.00,CoinMarketCap
2024-11-14,CARDANO,,0.57880000,0.59810000,0.54590000,0.58010000,1494813121.00,20315560489.00,CoinMarketCap
2024-11-13,CARDANO,,0.57390000,0.60530000,0.52130000,0.57880000,2297021923.00,20267853793.00,CoinMarketCap
2024-11-12,CARDANO,,0.61380000,0.64960000,0.55820000,0.57390000,2901745029.00,20098646837.00,CoinMarketCap
2024-11-11,CARDANO,,0.59030000,0.62220000,0.56780000,0.61380000,2987552596.00,21494644966.00,CoinMarketCap
2024-11-10,CARDANO,,0.49370000,0.65230000,0.48990000,0.59030000,5261440714.00,20671613621.00,CoinMarketCap
2024-11-09,CARDANO,,0.44380000,0.49390000,0.42900000,0.49370000,721697726.00,17280198057.00,CoinMarketCap
2024-11-08,CARDANO,,0.40500000,0.45790000,0.40480000,0.44380000,1438657272.00,15534915231.00,CoinMarketCap
2024-11-07,CARDANO,,0.36330000,0.40500000,0.36200000,0.40500000,621558993.00,14176676264.00,CoinMarketCap
2024-11-06,CARDANO,,0.33390000,0.36500000,0.33390000,0.36330000,628391576.00,12717378438.00,CoinMarketCap
2024-11-05,CARDANO,,0.32600000,0.33790000,0.32600000,0.33390000,241884463.00,11688413315.00,CoinMarketCap
2024-11-04,CARDANO,,0.33430000,0.33610000,0.32140000,0.32600000,261938084.00,11409321109.00,CoinMarketCap
2024-11-03,CARDANO,,0.34780000,0.34790000,0.32920000,0.33430000,282268957.00,11698332140.00,CoinMarketCap
2024-11-02,CARDANO,,0.35710000,0.36290000,0.34630000,0.34780000,236242981.00,12170022748.00,CoinMarketCap
2024-11-01,CARDANO,,0.34180000,0.36100000,0.33540000,0.35710000,368246241.00,12496376880.00,CoinMarketCap
2024-10-31,CARDANO,,0.35530000,0.36060000,0.34110000,0.34180000,280824333.00,11962898422.00,CoinMarketCap
2024-10-30,CARDANO,,0.35570000,0.36300000,0.35130000,0.35530000,291553538.00,12429625693.00,CoinMarketCap
2024-10-29,CARDANO,,0.34380000,0.35620000,0.34320000,0.35570000,295107515.00,12443274137.00,CoinMarketCap
2024-10-28,CARDANO,,0.33990000,0.34700000,0.33120000,0.34380000,268428861.00,12028270597.00,CoinMarketCap
2024-10-27,CARDANO,,0.33340000,0.34140000,0.33140000,0.33990000,153581313.00,11891077042.00,CoinMarketCap
2024-10-26,CARDANO,,0.32440000,0.33390000,0.32160000,0.33330000,250257801.00,11662900204.00,CoinMarketCap
2024-10-25,CARDANO,,0.34630000,0.34650000,0.32050000,0.32440000,429399149.00,11348332718.00,CoinMarketCap
2024-10-24,CARDANO,,0.34990000,0.35440000,0.34020000,0.34630000,268150393.00,12114674969.00,CoinMarketCap
2024-10-23,CARDANO,,0.36380000,0.36820000,0.34330000,0.34860000,292449176.00,12194058793.00,CoinMarketCap
2024-10-22,CARDANO,,0.36100000,0.36730000,0.35590000,0.36380000,299403395.00,12726764560.00,CoinMarketCap
2024-10-21,CARDANO,,0.36480000,0.37190000,0.35350000,0.36100000,305820736.00,12626645860.00,CoinMarketCap
2024-10-20,CARDANO,,0.35170000,0.36510000,0.34860000,0.36480000,202078470.00,12760084965.00,CoinMarketCap
2024-10-19,CARDANO,,0.35070000,0.35660000,0.34960000,0.35170000,165288317.00,12299040044.00,CoinMarketCap
2024-10-18,CARDANO,,0.34300000,0.35250000,0.34290000,0.35070000,210521099.00,12265778940.00,CoinMarketCap
2024-10-17,CARDANO,,0.35250000,0.35460000,0.34030000,0.34300000,284797891.00,11997118128.00,CoinMarketCap
2024-10-16,CARDANO,,0.35850000,0.36040000,0.35140000,0.35250000,268878089.00,12329362564.00,CoinMarketCap
2024-10-15,CARDANO,,0.36390000,0.36940000,0.34910000,0.35850000,399757771.00,12536695853.00,CoinMarketCap
2025-11-16,DOGECOIN,,0.16310000,0.16530000,0.15440000,0.15870000,1764383845.00,24085209813.00,CoinMarketCap
2025-11-15,DOGECOIN,,0.15750000,0.16430000,0.15750000,0.16310000,1245164553.00,24762502422.00,CoinMarketCap
2025-11-14,DOGECOIN,,0.16430000,0.16570000,0.15540000,0.15750000,3090051874.00,23899523501.00,CoinMarketCap
2025-11-13,DOGECOIN,,0.17010000,0.17680000,0.16030000,0.16430000,2729846444.00,24933975406.00,CoinMarketCap
2025-11-12,DOGECOIN,,0.17200000,0.17830000,0.16750000,0.17010000,1803938275.00,25809607685.00,CoinMarketCap
2025-11-11,DOGECOIN,,0.18180000,0.18530000,0.17190000,0.17200000,2107396312.00,26101392717.00,CoinMarketCap
2025-11-10,DOGECOIN,,0.17930000,0.18500000,0.17770000,0.18180000,2127003685.00,27584838436.00,CoinMarketCap
2025-11-09,DOGECOIN,,0.17620000,0.18100000,0.17170000,0.17930000,1608940509.00,27194972035.00,CoinMarketCap
2025-11-08,DOGECOIN,,0.17870000,0.18300000,0.17330000,0.17620000,2236137677.00,26725695561.00,CoinMarketCap
2025-11-07,DOGECOIN,,0.16140000,0.18140000,0.16050000,0.17870000,2931787387.00,27101270322.00,CoinMarketCap
2025-11-06,DOGECOIN,,0.16740000,0.16740000,0.15770000,0.16140000,1870692567.00,24480209518.00,CoinMarketCap
2025-11-05,DOGECOIN,,0.16270000,0.16850000,0.15530000,0.16740000,2522587575.00,25383486485.00,CoinMarketCap
2025-11-04,DOGECOIN,,0.16720000,0.17090000,0.15250000,0.16270000,4796083616.00,24670934241.00,CoinMarketCap
2025-11-03,DOGECOIN,,0.18660000,0.18660000,0.16380000,0.16720000,3648984899.00,25358090482.00,CoinMarketCap
2025-11-02,DOGECOIN,,0.18730000,0.18870000,0.18250000,0.18660000,967206772.00,28286567467.00,CoinMarketCap
2025-11-01,DOGECOIN,,0.18640000,0.18840000,0.18530000,0.18730000,849876271.00,28391368447.00,CoinMarketCap
2025-10-31,DOGECOIN,,0.18270000,0.18780000,0.18250000,0.18640000,1579798665.00,28260160993.00,CoinMarketCap
2025-10-30,DOGECOIN,,0.19240000,0.19450000,0.17680000,0.18270000,3112664146.00,27694050001.00,CoinMarketCap
2025-10-29,DOGECOIN,,0.19380000,0.19730000,0.18910000,0.19240000,2590886109.00,29157104255.00,CoinMarketCap
2025-10-28,DOGECOIN,,0.20040000,0.20290000,0.19120000,0.19380000,2809894306.00,29362378146.00,CoinMarketCap
2025-10-27,DOGECOIN,,0.20570000,0.20930000,0.19980000,0.20040000,1984421014.00,30363874227.00,CoinMarketCap
2025-10-26,DOGECOIN,,0.19660000,0.20640000,0.19480000,0.20570000,1679630618.00,31162129075.00,CoinMarketCap
2025-10-25,DOGECOIN,,0.19770000,0.19970000,0.19630000,0.19660000,1136645097.00,29784030928.00,CoinMarketCap
2025-10-24,DOGECOIN,,0.19490000,0.19970000,0.19440000,0.19770000,1546313970.00,29949143466.00,CoinMarketCap
2025-10-23,DOGECOIN,,0.19000000,0.19720000,0.18980000,0.19480000,1769172845.00,29516100029.00,CoinMarketCap
2025-10-22,DOGECOIN,,0.19440000,0.19530000,0.18650000,0.19000000,2573427089.00,28778067891.00,CoinMarketCap
2025-10-21,DOGECOIN,,0.20020000,0.20540000,0.19230000,0.19440000,2783675973.00,29439504182.00,CoinMarketCap
2025-10-20,DOGECOIN,,0.19530000,0.20240000,0.19190000,0.20010000,2148033213.00,30304164165.00,CoinMarketCap
2025-10-19,DOGECOIN,,0.18960000,0.19850000,0.18630000,0.19530000,1982258702.00,29576143682.00,CoinMarketCap
2025-10-18,DOGECOIN,,0.18490000,0.19020000,0.18450000,0.18960000,1238849111.00,28706705655.00,CoinMarketCap
2025-10-17,DOGECOIN,,0.18840000,0.19080000,0.17620000,0.18480000,3317944601.00,27985166667.00,CoinMarketCap
2025-10-16,DOGECOIN,,0.19630000,0.20120000,0.18520000,0.18840000,3498982322.00,28514978558.00,CoinMarketCap
2025-10-15,DOGECOIN,,0.20450000,0.20800000,0.19510000,0.19630000,2877365449.00,29717454225.00,CoinMarketCap
2025-10-14,DOGECOIN,,0.21400000,0.21550000,0.19510000,0.20450000,4841725506.00,30956476119.00,CoinMarketCap
2025-10-13,DOGECOIN,,0.20780000,0.21830000,0.20470000,0.21400000,4745994514.00,32385211390.00,CoinMarketCap
2025-10-12,DOGECOIN,,0.18540000,0.21400000,0.18180000,0.20780000,5183180935.00,31444762800.00,CoinMarketCap
2025-10-11,DOGECOIN,,0.19320000,0.20020000,0.17900000,0.18540000,6948749972.00,28059357018.00,CoinMarketCap
2025-10-10,DOGECOIN,,0.24860000,0.25360000,0.11480000,0.19320000,8989277920.00,29224005222.00,CoinMarketCap
2025-10-09,DOGECOIN,,0.25560000,0.25570000,0.24190000,0.24860000,3221293489.00,37603722739.00,CoinMarketCap
2025-10-08,DOGECOIN,,0.24730000,0.26090000,0.24410000,0.25560000,3136056857.00,38659147743.00,CoinMarketCap
2025-10-07,DOGECOIN,,0.26630000,0.26790000,0.24730000,0.24730000,4263519773.00,37408489094.00,CoinMarketCap
2025-10-06,DOGECOIN,,0.25300000,0.27000000,0.25130000,0.26630000,3938750191.00,40278042765.00,CoinMarketCap
2025-10-05,DOGECOIN,,0.25090000,0.26470000,0.24980000,0.25300000,3422890843.00,38254393098.00,CoinMarketCap
2025-10-04,DOGECOIN,,0.25860000,0.25940000,0.24730000,0.25090000,2121406683.00,37942550425.00,CoinMarketCap
2025-10-03,DOGECOIN,,0.26190000,0.26500000,0.25350000,0.25860000,3285893533.00,39101686217.00,CoinMarketCap
2025-10-02,DOGECOIN,,0.24840000,0.26340000,0.24710000,0.26190000,3466616007.00,39602521692.00,CoinMarketCap
2025-10-01,DOGECOIN,,0.23290000,0.24840000,0.23080000,0.24840000,2935493861.00,37547803093.00,CoinMarketCap
2025-09-30,DOGECOIN,,0.23510000,0.23570000,0.22680000,0.23290000,2112968133.00,35206464989.00,CoinMarketCap
2025-09-29,DOGECOIN,,0.23740000,0.23870000,0.22920000,0.23510000,2451434578.00,35530119623.00,CoinMarketCap
2025-09-28,DOGECOIN,,0.23080000,0.23750000,0.22540000,0.23740000,1629383714.00,35877732033.00,CoinMarketCap
2025-09-27,DOGECOIN,,0.23260000,0.23420000,0.22820000,0.23080000,1404236029.00,34884545004.00,CoinMarketCap
2025-09-26,DOGECOIN,,0.22270000,0.23330000,0.22200000,0.23260000,3136341383.00,35152029856.00,CoinMarketCap
2025-09-25,DOGECOIN,,0.24120000,0.24190000,0.22160000,0.22270000,4513449818.00,33650744298.00,CoinMarketCap
2025-09-24,DOGECOIN,,0.23740000,0.25020000,0.23210000,0.24120000,3426936081.00,36447304020.00,CoinMarketCap
2025-09-23,DOGECOIN,,0.24130000,0.24340000,0.23470000,0.23740000,2979805692.00,35861145686.00,CoinMarketCap
2025-09-22,DOGECOIN,,0.26120000,0.26200000,0.23590000,0.24130000,5600811076.00,36451404761.00,CoinMarketCap
2025-09-21,DOGECOIN,,0.26770000,0.26970000,0.26080000,0.26120000,1759685373.00,39445227609.00,CoinMarketCap
2025-09-20,DOGECOIN,,0.26540000,0.26910000,0.26360000,0.26770000,1791655632.00,40436882029.00,CoinMarketCap
2025-09-19,DOGECOIN,,0.27880000,0.28400000,0.26370000,0.26540000,3402582767.00,40076758324.00,CoinMarketCap
2025-09-18,DOGECOIN,,0.28240000,0.28790000,0.27650000,0.27880000,4420244724.00,42095410821.00,CoinMarketCap
2025-09-17,DOGECOIN,,0.26980000,0.28360000,0.26220000,0.28250000,4837069879.00,42645456885.00,CoinMarketCap
2025-09-16,DOGECOIN,,0.26860000,0.27160000,0.25900000,0.26980000,4384096063.00,40727579680.00,CoinMarketCap
2025-09-15,DOGECOIN,,0.27860000,0.28170000,0.25980000,0.26860000,5721394577.00,40551536517.00,CoinMarketCap
2025-09-14,DOGECOIN,,0.28950000,0.29420000,0.27320000,0.27860000,5708225877.00,42050974273.00,CoinMarketCap
2025-09-13,DOGECOIN,,0.27540000,0.30560000,0.27310000,0.28950000,9024886352.00,43688621855.00,CoinMarketCap
2025-09-12,DOGECOIN,,0.25570000,0.27840000,0.25520000,0.27540000,4643519794.00,41565386648.00,CoinMarketCap
2025-09-11,DOGECOIN,,0.24540000,0.25690000,0.24430000,0.25570000,3760658715.00,38578685100.00,CoinMarketCap
2025-09-10,DOGECOIN,,0.24070000,0.24800000,0.23700000,0.24540000,2829953595.00,37027012220.00,CoinMarketCap
2025-09-09,DOGECOIN,,0.24190000,0.24850000,0.23410000,0.24070000,4216668251.00,36314426134.00,CoinMarketCap
2025-09-08,DOGECOIN,,0.22840000,0.24360000,0.22700000,0.24190000,3729000010.00,36490736687.00,CoinMarketCap
2025-09-07,DOGECOIN,,0.21590000,0.22910000,0.21590000,0.22840000,1913782985.00,34460220275.00,CoinMarketCap
2025-09-06,DOGECOIN,,0.21790000,0.21870000,0.21260000,0.21590000,1195532222.00,32563091230.00,CoinMarketCap
2025-09-05,DOGECOIN,,0.21250000,0.22070000,0.21210000,0.21790000,2429307965.00,32864590480.00,CoinMarketCap
2025-09-04,DOGECOIN,,0.22060000,0.22090000,0.21080000,0.21250000,1600512717.00,32041890336.00,CoinMarketCap
2025-09-03,DOGECOIN,,0.21480000,0.22320000,0.21270000,0.22060000,1806352077.00,33259098931.00,CoinMarketCap
2025-09-02,DOGECOIN,,0.21030000,0.21530000,0.20700000,0.21480000,2083072411.00,32390203667.00,CoinMarketCap
2025-09-01,DOGECOIN,,0.21380000,0.21960000,0.20550000,0.21030000,2726790335.00,31698811317.00,CoinMarketCap
2025-08-31,DOGECOIN,,0.21600000,0.22090000,0.21360000,0.21380000,1044727824.00,32232650804.00,CoinMarketCap
2025-08-30,DOGECOIN,,0.21400000,0.21840000,0.21200000,0.21600000,1092661803.00,32556712951.00,CoinMarketCap
2025-08-29,DOGECOIN,,0.22430000,0.22460000,0.21000000,0.21400000,2575985418.00,32260285457.00,CoinMarketCap
2025-08-28,DOGECOIN,,0.21890000,0.22590000,0.21720000,0.22430000,1900714656.00,33810430420.00,CoinMarketCap
2025-08-27,DOGECOIN,,0.21850000,0.22330000,0.21630000,0.21890000,2291320646.00,32991795728.00,CoinMarketCap
2025-08-26,DOGECOIN,,0.20980000,0.21980000,0.20820000,0.21850000,2273426712.00,32918840603.00,CoinMarketCap
2025-08-25,DOGECOIN,,0.23180000,0.23410000,0.20720000,0.20980000,3601938683.00,31614332123.00,CoinMarketCap
2025-08-24,DOGECOIN,,0.23600000,0.24450000,0.22840000,0.23180000,3243609548.00,34922895125.00,CoinMarketCap
2025-08-23,DOGECOIN,,0.24060000,0.24060000,0.22930000,0.23600000,2633509850.00,35554987201.00,CoinMarketCap
2025-08-22,DOGECOIN,,0.21470000,0.24170000,0.20880000,0.24060000,4553800466.00,36239701776.00,CoinMarketCap
2025-08-21,DOGECOIN,,0.22140000,0.22400000,0.21410000,0.21470000,2146370687.00,32344399939.00,CoinMarketCap
2025-08-20,DOGECOIN,,0.20900000,0.22270000,0.20850000,0.22140000,3332092604.00,33350882249.00,CoinMarketCap
2025-08-19,DOGECOIN,,0.22240000,0.22560000,0.20900000,0.20900000,2965240262.00,31480547782.00,CoinMarketCap
2025-08-18,DOGECOIN,,0.23460000,0.23550000,0.22050000,0.22240000,3221260023.00,33491539515.00,CoinMarketCap
2025-08-17,DOGECOIN,,0.23120000,0.24230000,0.22870000,0.23460000,2308822296.00,35316387401.00,CoinMarketCap
2025-08-16,DOGECOIN,,0.22860000,0.23540000,0.22640000,0.23120000,2012788849.00,34813378007.00,CoinMarketCap
2025-08-15,DOGECOIN,,0.22390000,0.23280000,0.22070000,0.22860000,3284438866.00,34413989993.00,CoinMarketCap
2025-08-14,DOGECOIN,,0.24520000,0.25480000,0.21810000,0.22390000,5430971906.00,33700603308.00,CoinMarketCap
2025-08-13,DOGECOIN,,0.23570000,0.24970000,0.23160000,0.24520000,4066944826.00,36904655960.00,CoinMarketCap
2025-08-12,DOGECOIN,,0.22260000,0.23780000,0.21920000,0.23570000,2721898586.00,35466202267.00,CoinMarketCap
2025-08-11,DOGECOIN,,0.23410000,0.24140000,0.22160000,0.22260000,2818659723.00,33489351969.00,CoinMarketCap
2025-08-10,DOGECOIN,,0.24030000,0.24310000,0.23000000,0.23410000,2275130914.00,35224522636.00,CoinMarketCap
2025-08-09,DOGECOIN,,0.23020000,0.24610000,0.23000000,0.24030000,3167912055.00,36157471019.00,CoinMarketCap
2025-08-08,DOGECOIN,,0.22240000,0.23220000,0.22000000,0.23020000,2813209061.00,34633843860.00,CoinMarketCap
2025-08-07,DOGECOIN,,0.20530000,0.22290000,0.20350000,0.22240000,2060907648.00,33453159062.00,CoinMarketCap
2025-08-06,DOGECOIN,,0.19970000,0.20700000,0.19570000,0.20530000,1273212150.00,30872815703.00,CoinMarketCap
2025-08-05,DOGECOIN,,0.21040000,0.21090000,0.19640000,0.19970000,1606059547.00,30040549566.00,CoinMarketCap
2025-08-04,DOGECOIN,,0.19890000,0.21120000,0.19870000,0.21040000,1808700824.00,31642910645.00,CoinMarketCap
2025-08-03,DOGECOIN,,0.19120000,0.19990000,0.18950000,0.19890000,1383820507.00,29903264925.00,CoinMarketCap
2025-08-02,DOGECOIN,,0.20120000,0.20320000,0.18960000,0.19120000,2202580408.00,28750430472.00,CoinMarketCap
2025-08-01,DOGECOIN,,0.20990000,0.21200000,0.19680000,0.20120000,3400021925.00,30251464125.00,CoinMarketCap
2025-07-31,DOGECOIN,,0.21990000,0.22550000,0.20920000,0.20990000,1775122878.00,31547388608.00,CoinMarketCap
2025-07-30,DOGECOIN,,0.22380000,0.22610000,0.21100000,0.21990000,2295849760.00,33054590544.00,CoinMarketCap
2025-07-29,DOGECOIN,,0.22520000,0.23240000,0.21830000,0.22380000,2219777443.00,33636693011.00,CoinMarketCap
2025-07-28,DOGECOIN,,0.24080000,0.24820000,0.22490000,0.22520000,2900653769.00,33849828678.00,CoinMarketCap
2025-07-27,DOGECOIN,,0.23550000,0.24360000,0.23470000,0.24080000,1975404021.00,36186705832.00,CoinMarketCap
2025-07-26,DOGECOIN,,0.23680000,0.23990000,0.23320000,0.23550000,1499470254.00,35388535778.00,CoinMarketCap
2025-07-25,DOGECOIN,,0.23200000,0.23680000,0.22200000,0.23680000,3502127057.00,35579944385.00,CoinMarketCap
2025-07-24,DOGECOIN,,0.24070000,0.24650000,0.22330000,0.23200000,4245820253.00,34850552184.00,CoinMarketCap
2025-07-23,DOGECOIN,,0.27040000,0.27090000,0.23210000,0.24060000,4422461834.00,36152632369.00,CoinMarketCap
2025-07-22,DOGECOIN,,0.27170000,0.27440000,0.25820000,0.27040000,4399161114.00,40612803317.00,CoinMarketCap
2025-07-21,DOGECOIN,,0.27290000,0.28680000,0.26490000,0.27170000,6129417334.00,40810461743.00,CoinMarketCap
