timestamp,date,symbol,name,slug,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,market_cap,market_cap_dominance,circulating_supply,total_supply,max_supply,last_updated,source
1763360620,2025-11-17,SOL,Solana,solana,140.74700622,5074256386.39,52.8925,0.4600,-0.8100,-15.8751,78018097890.64,2.4191,554314439.68,614240292.31,0.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,UNI,Uniswap,uniswap,7.44416011,626570860.60,48.2611,-0.2940,-4.2991,10.9983,4692281368.03,0.1455,630330527.71,1000000000.00,0.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,XLM,Stellar,stellar,0.25661133,195141199.87,50.8109,-0.2695,-2.0606,-13.0667,8243915514.92,0.2556,32126077832.06,50001786883.67,50001806812.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,APT,Aptos,aptos,2.86641152,137020772.22,26.1635,-0.4952,-3.3741,-11.3609,2101383318.11,0.0652,733105941.07,1184643969.97,0.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,ATOM,Cosmos,cosmos,2.79616199,83292293.89,12.7887,0.0957,-2.4986,-7.3800,1337360154.51,0.0415,478284220.00,478284220.00,0.00,2025-11-17T06:22:00.000Z,coinmarketcap
1763360620,2025-11-17,AVAX,Avalanche,avalanche,15.59128869,514347972.93,105.9454,0.2416,-0.5975,-13.4013,6685460641.19,0.2073,428794615.63,460463715.63,715748719.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,DOT,Polkadot,polkadot-new,2.81406622,218975945.25,23.5758,-0.0341,-1.8921,-13.1637,4605093089.44,0.1428,1636455124.07,1636455124.07,0.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,XMR,Monero,monero,396.20593975,211144349.68,-20.4044,-0.4960,-7.1036,-5.8545,7308709571.13,0.2266,18446744.07,18446744.07,0.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,XRP,XRP,xrp,2.25310399,4307809833.04,41.7009,0.2880,-0.4980,-8.2240,135589551850.90,4.2042,60179002978.00,99985763151.00,100000000000.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,BTC,Bitcoin,bitcoin,95039.49943738,76171699478.00,54.1992,0.0448,-0.8745,-10.5086,1895925106850.41,58.7863,19948812.00,19948812.00,21000000.00,2025-11-17T06:21:00.000Z,coinmarketcap
1763360620,2025-11-17,DOGE,Dogecoin,dogecoin,0.16096962,1954139906.47,68.2143,-0.0952,-1.6366,-11.0379,24436281980.86,0.7577,151806796383.71,151806796383.71,0.00,2025-11-17T06:21:00.000Z,coinmarketcap
